,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,audio_valence
191,The Anthem,73.0,175093.0,0.0066599999999999,0.494,0.939,0.0,1.0,0.139,-3.127,1.0,0.126,177.75099999999998,0.893
192,I Don't Want to Be,63.0,217760.0,0.0079099999999999,0.423,0.862,0.0,0.0,0.133,-5.13,0.0,0.0695,154.746,0.462
193,The Way You Move (feat. Sleepy Brown) - Club Mix,68.0,234000.0,0.126,0.871,0.597,0.0001149999999999,5.0,0.0638,-4.932,0.0,0.0464,125.999,0.635
194,Better in Time,73.0,234173.0,0.512,0.584,0.7,2.43e-05,6.0,0.13,-4.251,1.0,0.0506,163.953,0.5489999999999999
195,Over You,64.0,204853.0,0.017,0.423,0.922,0.0,3.0,0.102,-2.602,1.0,0.0411,156.063,0.5670000000000001
196,The Great Escape,67.0,206520.0,0.00166,0.423,0.94,0.0,1.0,0.178,-4.012,0.0,0.0635,149.934,0.505
197,Your Body Is a Wonderland,78.0,249626.0,0.0206,0.647,0.7290000000000001,0.0489,5.0,0.134,-6.251,1.0,0.0236,94.01,0.687
198,Superman (It's Not Easy),48.0,222000.0,0.327,0.521,0.431,0.0,0.0,0.0986,-9.74,1.0,0.0293,106.546,0.181
199,Vivir Mi Vida,68.0,251160.0,0.324,0.65,0.879,0.0,8.0,0.376,-3.176,1.0,0.0328,105.015,0.899
200,La Vida Es Un Carnaval,24.0,275253.0,0.439,0.82,0.7170000000000001,0.00107,8.0,0.236,-6.191,1.0,0.0722,104.005,0.843
201,Lambada - Original Version 1989,67.0,207466.0,0.211,0.7559999999999999,0.8,0.000723,5.0,0.047,-5.158,1.0,0.0329,118.921,0.967
202,La Camisa Negra,29.0,216706.0,0.0838,0.7509999999999999,0.731,0.0,6.0,0.0556,-4.419,0.0,0.0308,97.007,0.973
203,La Gota Fría,66.0,215493.0,0.0893,0.7190000000000001,0.809,0.0,1.0,0.183,-10.201,1.0,0.0511,100.839,0.964
204,Suavemente,63.0,267000.0,0.254,0.8109999999999999,0.88,0.00146,8.0,0.0475,-2.972,1.0,0.0628,124.12,0.915
205,Bailando - Spanish Version,71.0,243413.0,0.0426,0.723,0.777,3.68e-06,7.0,0.0451,-3.503,1.0,0.108,91.017,0.961
206,Danza Kuduro,71.0,198786.0,0.078,0.6990000000000001,0.917,0.0,0.0,0.065,-4.897,1.0,0.115,130.04,0.889
207,Conga,59.0,252933.0,0.141,0.782,0.8740000000000001,0.0584,2.0,0.1119999999999999,-7.157,1.0,0.0474,123.179,0.8590000000000001
208,La Bilirrubina - En Vivo Estadio Olímpico De República Dominicana/2012,66.0,232880.0,0.622,0.585,0.977,0.0,1.0,0.3279999999999999,-3.57,1.0,0.0615,138.264,0.8009999999999999
209,Guantanamera,58.0,199316.0,0.833,0.7440000000000001,0.601,0.0242,10.0,0.131,-5.2410000000000005,1.0,0.0349,143.542,0.905
210,El Matador,11.0,277600.0,0.0306,0.5660000000000001,0.911,0.0247,4.0,0.0574,-9.458,0.0,0.0791,193.538,0.638
211,Amor Prohibido,61.0,164120.0,0.455,0.5479999999999999,0.688,0.0,7.0,0.072,-6.053,1.0,0.0372,179.842,0.813
212,Hips Don't Lie,84.0,218093.0,0.284,0.778,0.8240000000000001,0.0,10.0,0.405,-5.892,0.0,0.0712,100.024,0.7559999999999999
213,Mi Gente,77.0,189440.0,0.0179,0.774,0.687,1.17e-05,11.0,0.128,-4.8180000000000005,0.0,0.0584,104.959,0.308
214,Obsesion,74.0,254720.0,0.419,0.8029999999999999,0.56,0.0,1.0,0.0608,-6.912000000000001,0.0,0.0398,133.679,0.77
215,Let's Get Loud,70.0,239400.0,0.135,0.82,0.937,0.000128,5.0,0.35,-4.81,0.0,0.0551,130.993,0.906
216,Oye Como Va,56.0,272546.0,0.743,0.696,0.728,0.0537,7.0,0.0835,-6.937,1.0,0.034,124.092,0.963
217,Despacito (Featuring Daddy Yankee),80.0,228200.0,0.208,0.659,0.802,0.0,2.0,0.123,-4.79,1.0,0.148,177.93599999999998,0.863
218,Bamboleo,54.0,203173.0,0.414,0.6709999999999999,0.884,0.00015,6.0,0.0701,-9.267,0.0,0.0586,119.574,0.933
219,Pedro Navaja,60.0,443480.0,0.779,0.5820000000000001,0.61,6.54e-06,11.0,0.267,-6.641,0.0,0.103,93.658,0.826
220,Gasolina,77.0,192600.0,0.332,0.857,0.8009999999999999,1.2e-06,0.0,0.0789,-6.499,1.0,0.0618,96.009,0.753
221,Mambo No 5,52.0,162213.0,0.337,0.816,0.416,0.7909999999999999,5.0,0.0452,-17.795,0.0,0.244,90.148,0.8170000000000001
222,De Música Ligera,51.0,212893.0,0.00487,0.542,0.7140000000000001,0.298,2.0,0.3339999999999999,-8.045,1.0,0.0279999999999999,124.26,0.76
223,Macarena,62.0,249506.0,0.422,0.927,0.721,4.36e-05,8.0,0.0422,-12.561,1.0,0.0908,103.018,0.965
224,La Bamba,57.0,172733.0,0.0699,0.348,0.7509999999999999,0.0007379999999999,0.0,0.208,-12.823,1.0,0.0494,156.509,0.8859999999999999
225,Querida,4.0,319560.0,0.318,0.522,0.526,0.0,2.0,0.1159999999999999,-6.361000000000001,,0.0259,90.02,0.43
226,Maria Maria - Radio Mix,56.0,262160.0,0.0485,0.779,0.631,0.00316,2.0,0.0349,-5.314,1.0,0.115,97.927,0.6629999999999999
227,La ingrata,65.0,212000.0,0.0854,0.748,0.835,1.97e-06,7.0,0.0365,-5.731,1.0,0.0351,142.942,0.8959999999999999
228,Corazón partio,74.0,343413.0,0.1989999999999999,0.648,0.846,4.23e-06,0.0,0.0803,-6.731,1.0,0.0424,160.075,0.815
229,I Know You Want Me (Calle Ocho),7.0,238680.0,0.0151,0.815,0.757,5.260000000000001e-05,2.0,0.187,-5.351,1.0,0.165,127.052,0.8109999999999999
230,Livin' la Vida Loca,73.0,243160.0,0.00411,0.425,0.954,0.0,1.0,0.0555,-3.756,0.0,0.0476,178.043,0.933
231,Rebelión,43.0,378373.0,0.1119999999999999,0.5589999999999999,0.73,0.00267,10.0,,-8.461,0.0,0.0639,106.806,0.778
232,La Maza,58.0,351400.0,0.652,0.555,0.331,1.16e-05,9.0,0.235,-17.718,0.0,0.27,170.60299999999998,0.437
233,Amor Eterno,59.0,408440.0,0.445,0.301,0.335,0.00181,0.0,0.7509999999999999,-8.564,1.0,0.0303,176.59099999999998,0.386
234,Besame Mucho,7.0,181960.0,0.701,0.7070000000000001,0.408,0.0,5.0,0.105,-12.776,0.0,0.0366,126.399,0.843
235,Mais Que Nada,52.0,159466.0,0.491,0.66,0.504,2.65e-05,0.0,0.15,-13.087,0.0,0.0496,88.95299999999999,0.914
236,El Cantante,58.0,622520.0,0.422,0.489,0.679,6.92e-06,7.0,0.13,-4.899,0.0,0.0326,95.813,0.6579999999999999
237,Chan Chan,7.0,257213.0,0.83,0.507,0.423,0.00916,2.0,0.0973,-14.187,0.0,0.0332,82.809,0.701
238,Amigo,41.0,208866.0,0.259,0.613,0.489,0.0,11.0,0.0696,-13.509,0.0,0.0503,145.278,0.898
239,The Girl From Ipanema - Stereo Version,50.0,325506.0,0.888,0.66,0.124,0.0007639999999999,5.0,0.111,-19.2,0.0,0.0496,129.91899999999998,
240,Oye Mi Amor,63.0,263306.0,0.0102,0.5429999999999999,0.903,0.00585,11.0,0.0862,-6.658,0.0,0.039,162.241,0.962
241,Latinoamérica,68.0,301426.0,0.59,0.691,0.805,0.0,2.0,0.0975,-6.81,0.0,0.0947,142.503,0.866
242,"Soy un Truhán, Soy un Señor",50.0,183546.0,0.565,0.5760000000000001,0.698,0.0,0.0,0.386,-5.181,1.0,0.0321,98.855,0.708
243,Mediterraneo,60.0,205226.0,0.599,0.545,0.59,0.0,9.0,0.0916,-7.257000000000001,0.0,0.0813,100.835,0.583
244,Gracias a la Vida,52.0,278040.0,0.8109999999999999,0.649,0.144,2.42e-06,0.0,0.089,-16.809,1.0,0.0522,119.193,0.264
245,La Cumparsita,42.0,193800.0,0.908,0.57,0.301,0.574,7.0,0.123,-13.845999999999998,1.0,0.0518,118.337,0.431
246,Paloma negra,50.0,195533.0,0.853,0.39,0.263,0.0,2.0,0.2189999999999999,-6.851,1.0,0.0394,80.332,0.446
247,El Rey,40.0,128386.0,0.386,0.337,0.55,0.0,9.0,0.298,-5.814,1.0,0.0502,183.117,0.851
248,Feliz Navidad,57.0,182226.0,0.5479999999999999,0.514,0.83,0.0,2.0,0.321,-8.666,1.0,0.0391,148.806,0.964
249,All Along the Watchtower,78.0,240800.0,0.00255,0.4379999999999999,0.805,5.69e-05,8.0,0.0842,-6.237,1.0,0.0624,113.253,0.564
250,My Generation - Stereo Version,69.0,198706.0,0.3279999999999999,0.397,0.785,0.00495,2.0,0.0621,-9.168,0.0,0.0545,96.333,0.6459999999999999
251,(I Can't Get No) Satisfaction,48.0,222746.0,0.0003799999999999,0.735,0.82,0.0572,2.0,0.0983,-8.554,1.0,0.0494,135.586,0.8590000000000001
252,"Hello, I Love You",63.0,133200.0,0.0289999999999999,0.597,0.5539999999999999,0.0,11.0,0.0766,-14.144,0.0,0.0425,117.835,0.963
253,Whole Lotta Love,77.0,333893.0,0.0484,0.412,0.902,0.131,9.0,0.405,-11.6,1.0,0.405,89.74,0.422
254,Hey Jude - Remastered 2015,77.0,425653.0,0.0112,0.386,,1.3800000000000002e-05,10.0,0.088,-7.7,1.0,0.0261,147.207,0.532
255,White Room,71.0,303200.0,0.23,0.547,0.58,0.00877,2.0,0.0569,-13.415,0.0,0.0293,109.827,0.505
256,You Really Got Me - Mono Mix,71.0,134253.0,0.493,0.573,0.939,0.0,8.0,0.0994,-6.441,1.0,0.0808,137.382,0.963
257,Surfin' U.S.A. - Remastered,70.0,149373.0,0.6609999999999999,0.55,0.8540000000000001,0.0,3.0,0.1119999999999999,-5.968,1.0,0.036,159.231,0.965
258,,71.0,178933.0,0.715,0.619,0.603,0.0,9.0,0.0721,-9.481,1.0,0.0342,127.432,0.958
259,Back In The U.S.S.R. - 2018 Mix,61.0,163466.0,0.0010199999999999,0.51,0.893,5.85e-05,9.0,0.201,-9.267,1.0,0.0342,142.657,0.934
260,For What It's Worth,75.0,153693.0,,0.653,0.519,0.0209,2.0,0.1009999999999999,-10.164,1.0,0.0497,98.883,0.8220000000000001
261,Fortunate Son,81.0,140773.0,0.201,0.64,0.6629999999999999,0.00806,0.0,0.152,-7.516,1.0,0.0374,132.77,0.6629999999999999
262,Born To Be Wild - Single Version,67.0,212893.0,0.273,0.439,0.737,0.28,2.0,0.228,-12.054,1.0,0.115,145.942,0.5329999999999999
263,House Of The Rising Sun,70.0,271280.0,0.000385,0.295,0.584,0.218,9.0,0.0996,-6.696000000000001,0.0,0.0345,117.2,0.228
264,Louie Louie,68.0,165381.0,0.102,0.623,0.7090000000000001,0.0,1.0,0.0967,-9.818,0.0,0.0636,122.394,0.948
265,I Heard It Through The Grapevine - Single Version (Mono),61.0,193493.0,0.255,0.735,0.52,0.0,11.0,0.106,-6.18,1.0,0.0371,118.441,0.688
266,Crimson And Clover - Single Version,56.0,208666.0,0.255,0.412,0.59,0.0325,11.0,0.177,-12.277,1.0,0.0701,85.824,0.653
267,Evil Ways,59.0,238266.0,0.22,0.7040000000000001,0.528,0.35,5.0,0.14,-13.382,1.0,0.0358,117.472,0.73
268,Purple Haze,71.0,170813.0,0.0087599999999999,0.5329999999999999,0.905,0.578,2.0,0.0698,-5.27,1.0,0.0754,108.9,0.486
269,California Dreamin' - Single Version,73.0,162373.0,0.352,0.552,0.616,0.0,1.0,0.0501,-9.785,0.0,0.0346,112.442,0.667
270,Like a Rolling Stone,72.0,369600.0,0.7290000000000001,0.483,0.721,0.0,0.0,0.1889999999999999,-6.836,1.0,0.032,95.261,0.562
271,Suite: Judy Blue Eyes - Remastered,64.0,444053.0,0.469,0.451,0.364,0.0,9.0,0.1969999999999999,-13.126,1.0,0.0436,154.20600000000002,0.298
272,Turn! Turn! Turn! (To Everything There Is a Season),65.0,229360.0,0.135,0.452,0.818,2.72e-05,2.0,0.052,-8.124,1.0,0.0439,124.474,0.755
273,I Saw Her Standing There - Remastered 2009,68.0,173946.0,0.27,0.491,0.8009999999999999,0.0,4.0,0.0665,-9.835,1.0,0.0361,160.109,0.971
274,Light My Fire,71.0,429760.0,0.369,,0.725,2.1600000000000003e-05,3.0,0.0905,-5.787000000000001,0.0,0.0324,124.618,0.44
275,Pinball Wizard,69.0,180943.0,0.0192,0.537,0.716,0.0,2.0,0.245,-8.766,1.0,0.038,122.873,0.452
276,The Sounds of Silence,54.0,184880.0,0.165,0.436,0.375,0.0,6.0,0.294,-13.856,1.0,0.0284,107.386,0.49
277,Green Onions,66.0,176333.0,0.767,0.816,0.514,0.949,10.0,0.0899,-8.741,1.0,0.0339,136.83700000000002,0.912
278,Sweet Caroline - Single Version,58.0,201800.0,0.505,0.556,0.161,4.36e-05,11.0,0.28,-13.944,1.0,0.0297,126.534,0.588
279,Good Lovin' - Single Version,52.0,150906.0,0.00206,0.252,0.507,0.00057,2.0,0.325,-13.337,1.0,0.0442,196.49400000000003,0.816
280,The Twist,60.0,153760.0,0.2019999999999999,0.5329999999999999,0.638,0.0,4.0,0.0729,-7.13,1.0,0.0341,156.66299999999998,0.937
281,Sunshine Of Your Love,72.0,250000.0,0.475,0.684,0.481,6.57e-05,2.0,0.118,-12.59,1.0,0.0384,115.078,0.784
282,Hit the Road Jack,13.0,120173.0,0.7140000000000001,0.599,0.7040000000000001,0.0,8.0,0.521,-8.566,0.0,0.243,173.043,0.95
283,Proud Mary,30.0,187213.0,0.13,0.6990000000000001,0.6409999999999999,0.000218,2.0,0.0601,-7.564,1.0,0.0289,120.745,0.728
284,Dazed And Confused,63.0,386373.0,0.044,0.271,0.5529999999999999,0.0096,2.0,0.0999,-9.526,1.0,0.0472,86.762,0.433
285,Summertime Blues,37.0,226906.0,0.462,0.456,0.514,0.00037,7.0,0.268,-9.733,0.0,0.053,138.377,0.657
286,I Want To Hold Your Hand - Remastered 2015,74.0,145746.0,0.386,0.49,0.715,0.0,7.0,0.311,-5.549,1.0,0.0476,130.726,0.866
287,Runaround Sue,64.0,171600.0,0.451,0.364,0.607,0.0,2.0,0.251,-9.791,1.0,0.125,79.987,0.598
288,All Day and All of the Night - 2014 Remastered Version,38.0,142480.0,0.498,0.551,0.954,0.0,7.0,0.0884,-2.844,1.0,0.0814,136.862,0.685
289,River Deep - Mountain High,51.0,214880.0,0.792,0.36,0.757,0.0125,3.0,0.147,-6.832000000000001,1.0,0.0405,83.865,0.341
290,Summer in the City - Remastered,63.0,160306.0,0.0592,0.423,0.6809999999999999,0.000177,10.0,0.0889,-9.756,1.0,0.0397,110.461,0.5589999999999999
291,Jumpin' Jack Flash - Mono / Remastered,21.0,219466.0,0.047,0.6,,0.727,3.0,0.0672,-7.275,1.0,0.0477,137.375,0.6759999999999999
292,Foxey Lady,62.0,198773.0,0.0751,0.507,0.847,0.237,1.0,0.372,-5.987,0.0,0.0411,98.096,0.5660000000000001
293,Somebody to Love,69.0,174840.0,0.408,0.504,0.578,0.0,4.0,0.321,-9.302,1.0,0.031,132.411,0.654
294,Time Has Come Today,53.0,290933.0,0.0252,0.528,0.514,0.0894,2.0,0.0725,-11.909,1.0,0.133,122.872,0.44
295,Heart Full of Soul,63.0,147893.0,0.2289999999999999,0.494,0.6659999999999999,5.69e-05,9.0,0.0469,-9.743,0.0,0.0351,140.832,0.6990000000000001
296,Do You Believe in Magic?,66.0,125826.0,0.218,0.552,0.742,0.0,0.0,0.3389999999999999,-7.962999999999999,1.0,0.0454,138.591,0.7509999999999999
297,"Paint It, Black - Mono",67.0,204480.0,0.0103,0.505,0.836,0.0771,5.0,0.295,-7.383999999999999,0.0,0.1009999999999999,159.66899999999998,0.764
298,Good Vibrations - Remastered,70.0,219026.0,0.326,0.396,0.473,0.000124,10.0,0.109,-7.67,0.0,0.0345,133.44899999999998,0.385
299,Psychotic Reaction,55.0,185523.0,0.000242,0.346,0.75,0.0119,11.0,0.271,-6.619,1.0,0.103,165.03599999999997,0.667
300,Yesterday - Remastered 2009,74.0,125666.0,0.879,0.332,0.179,0.0,5.0,0.0886,-11.83,1.0,0.0326,96.529,0.315
301,Nights In White Satin - Single Version / Mono Mix,66.0,269106.0,0.465,0.195,0.483,0.497,4.0,0.0686,-4.9910000000000005,0.0,0.03,84.71,0.173
302,Space Oddity - 2015 Remastered Version,72.0,318813.0,0.0748,0.299,0.4429999999999999,0.000138,0.0,0.177,-12.621,1.0,0.0346,139.539,0.434
303,Magic Carpet Ride,68.0,271573.0,0.142,0.64,0.6509999999999999,0.28,4.0,0.0341,-14.981,0.0,0.0517,111.676,0.8009999999999999
304,Needles and Pins - Mono,58.0,131360.0,0.0546,0.565,0.953,2.95e-05,9.0,,-6.504,1.0,0.0393,124.287,0.887
305,The Weight - Remastered,55.0,278626.0,0.225,0.63,0.519,4.3e-06,9.0,0.0974,-10.997,1.0,0.0528,143.942,0.502
306,Bring It On Home to Me,71.0,162533.0,0.778,0.523,0.402,0.0,0.0,0.432,-8.232999999999999,1.0,0.0305,70.863,0.675
307,Bad Moon Rising,71.0,141600.0,0.0543,0.6409999999999999,0.774,1.05e-05,2.0,0.0473,-5.916,1.0,0.0278,89.787,0.942
308,Crying,59.0,166466.0,0.758,0.35,0.293,8.21e-06,2.0,0.104,-9.502,1.0,0.0258,96.685,0.162
309,Revolution - Remastered,67.0,205293.0,0.0734,0.407,0.8340000000000001,0.00021,6.0,0.241,-9.224,1.0,0.208,121.38,0.71
310,Shop Around,54.0,170760.0,0.8,0.5579999999999999,0.6859999999999999,0.0,7.0,0.815,-4.495,1.0,0.0289,132.075,0.8859999999999999
311,I Fought The Law,57.0,138360.0,0.105,0.593,0.804,2.22e-06,7.0,0.047,-5.497000000000001,1.0,0.0319,148.959,0.962
312,The Times They Are A-Changin',70.0,192053.0,0.887,0.389,0.396,0.0,7.0,0.0828,-7.999,1.0,0.0332,171.86,0.585
313,Honky Tonk Women,57.0,179386.0,0.381,0.562,0.768,0.03,7.0,0.168,-6.613,1.0,0.0606,119.544,0.966
314,The End - Remastered,49.0,710826.0,0.285,0.351,0.228,0.00116,0.0,0.123,-17.271,1.0,0.0307,104.551,0.0329
315,,67.0,140920.0,0.26,0.377,0.916,0.0,4.0,0.074,-3.199,0.0,0.0481,75.533,0.912
316,Heartbreaker,64.0,254133.0,0.0746,0.4029999999999999,0.7090000000000001,0.494,9.0,0.132,-9.366,1.0,0.0885,97.161,0.654
317,Brown Eyed Girl,80.0,183306.0,0.182,0.491,0.583,0.0,7.0,0.407,-10.964,1.0,0.0376,150.572,0.907
318,Gimme Shelter,75.0,270773.0,0.447,0.634,0.63,0.039,1.0,0.17,-8.277000000000001,0.0,0.031,118.628,0.489
319,Touch Me,63.0,190253.0,0.405,0.425,0.903,0.0128,1.0,0.1169999999999999,-4.801,1.0,0.0732,108.748,0.769
320,Surf City - Remastered 1990 / Stereo Remix,47.0,163026.0,0.595,0.469,0.647,1.65e-06,8.0,0.3389999999999999,-13.913,1.0,0.0315,147.878,0.942
321,White Rabbit,70.0,150640.0,0.486,0.551,0.293,0.000273,2.0,0.0864,-12.503,1.0,0.0272,106.798,0.322
322,Green River,60.0,154120.0,0.0356,0.7040000000000001,0.773,0.00498,9.0,0.0819999999999999,-9.621,1.0,0.0279,141.655,0.972
323,I Get Around (Mono) - Mono,66.0,134386.0,0.36,0.39,0.625,0.0,9.0,0.0663,-7.813,0.0,0.0537,144.338,0.514
324,Mr. Tambourine Man,61.0,149466.0,0.513,0.456,0.47,3.76e-05,2.0,0.444,-9.564,1.0,0.0294,120.336,0.639
325,With A Little Help From My Friends - Remastered 2009,67.0,164106.0,0.365,0.705,0.515,0.0,4.0,0.389,-9.343,1.0,0.0337,112.035,0.8029999999999999
326,Hush - 2014 Remastered Version,38.0,252040.0,0.0176,0.585,0.6759999999999999,0.732,5.0,0.129,-11.267,1.0,0.0471,109.309,0.474
327,For Your Love,53.0,149733.0,0.387,0.3379999999999999,0.6679999999999999,1.59e-05,2.0,0.111,-8.641,1.0,0.0421,127.097,0.561
328,Street Fighting Man,58.0,194733.0,0.0154,0.57,0.754,0.0133,0.0,0.184,-9.948,1.0,0.031,127.957,0.708
329,Blowin' In the Wind,68.0,165426.0,0.914,0.38,0.0993,2.32e-05,2.0,0.0605,-20.567,1.0,0.0509,174.87400000000002,0.44
330,In My Room - Remastered,50.0,134133.0,0.184,0.341,0.416,6.28e-05,11.0,0.0917,-9.574,1.0,0.0265,102.886,0.499
331,I'm A Man,14.0,176160.0,0.038,0.55,0.929,0.0,9.0,0.135,-5.765,1.0,0.0815,129.011,0.643
332,Gloria - Stereo Version,52.0,156106.0,0.528,0.6459999999999999,0.813,0.0078599999999999,9.0,0.178,-6.733,1.0,0.0434,129.378,0.711
333,Itchycoo Park,49.0,172746.0,0.395,0.601,0.596,2.34e-06,9.0,0.451,-8.029,1.0,0.0734,128.168,0.503
334,Wild Thing,54.0,158250.0,0.721,0.421,0.664,0.00244,11.0,0.0851,-10.657,0.0,0.0665,201.583,0.574
335,Care Of Cell 44,52.0,235826.0,0.265,0.421,0.58,0.0136,7.0,0.0973,-7.011,1.0,0.0285,129.959,0.4029999999999999
336,See Emily Play - 2016 Remastered Version,33.0,174573.0,0.211,0.4379999999999999,0.754,0.0,2.0,0.124,-7.035,1.0,0.0381,123.744,0.435
337,Alone Again Or - 2015 Remastered Version,58.0,197274.0,0.664,0.318,0.303,0.000223,11.0,0.113,-15.572,0.0,0.0302,174.25400000000002,0.226
338,Psychotic Reaction - Rarities Version,8.0,189848.0,0.000288,0.355,0.7609999999999999,0.0141,11.0,0.1889999999999999,-6.309,1.0,0.0978,165.209,0.685
339,Slip Inside This House - Stereo LP Version,43.0,482278.0,0.1009999999999999,0.555,0.6940000000000001,0.0,9.0,0.123,-8.453,0.0,0.0426,127.423,0.602
340,I Had Too Much To Dream (Last Night),49.0,178266.0,0.354,0.341,0.7140000000000001,0.0,2.0,0.31,-7.997999999999999,0.0,0.0404,147.60399999999998,0.412
341,96 Tears,30.0,177426.0,0.0586,0.68,0.507,6.49e-06,7.0,0.0754,-5.928999999999999,1.0,0.0336,123.47,0.8540000000000001
342,Have Love Will Travel,55.0,160400.0,0.727,0.506,0.948,0.0,10.0,0.0904,-5.626,1.0,0.105,130.195,0.934
343,Kick out the Jams,40.0,181760.0,0.0565,0.3289999999999999,0.8059999999999999,0.21,1.0,0.355,-11.925,1.0,0.0596,142.625,0.619
344,I Hate You,42.0,213706.0,0.441,0.65,0.7979999999999999,0.0007059999999999,9.0,0.1369999999999999,-8.126,0.0,0.0541,110.646,0.4639999999999999
345,I Wanna Be Your Dog,62.0,188560.0,0.0229,0.527,0.871,0.155,4.0,,-8.708,1.0,0.0354,120.722,0.107
346,I'm Waiting For The Man - Album Version (Stereo),16.0,279520.0,0.025,0.682,0.621,0.852,7.0,0.153,-9.653,1.0,0.0451,125.91,0.861
347,Eight Miles High,56.0,214640.0,0.21,0.364,0.768,0.136,9.0,0.503,-10.492,1.0,0.0757,130.602,0.37
348,Wipe Out,42.0,166092.0,0.111,0.46,0.955,0.54,11.0,0.952,-6.684,1.0,0.0487,160.07299999999998,0.726
349,More Than Words,69.0,334106.0,0.4679999999999999,0.615,0.129,0.0,6.0,0.114,-14.892,1.0,0.0286,91.769,0.249
350,Free Fallin',73.0,256000.0,0.2189999999999999,0.63,0.449,0.0,5.0,0.0622,-13.243,1.0,0.0252,84.37799999999999,0.623
351,Landslide,77.0,199493.0,0.883,0.414,0.161,0.000223,7.0,0.1169999999999999,-22.32,0.0,0.0318,159.375,0.423
352,Lean on Me,69.0,258834.0,0.782,0.619,0.22,1.19e-05,0.0,0.124,-13.843,1.0,0.0667,75.16,0.423
353,Hotel California - Remastered,83.0,391376.0,0.0057399999999999,0.579,0.508,0.000494,2.0,0.0575,-9.484,1.0,0.027,147.125,0.609
354,Fast Car,79.0,296800.0,0.313,0.711,0.292,0.0,4.0,0.131,-15.523,0.0,0.037,103.951,0.1939999999999999
355,You're So Vain,74.0,258411.0,0.157,0.659,0.6779999999999999,6.69e-06,0.0,0.0784,-8.18,1.0,0.0313,106.186,0.647
356,Dust in the Wind,76.0,206266.0,0.367,0.475,0.322,0.00056,7.0,0.11,-10.687,1.0,0.0283,93.503,0.387
357,Ooh La La,64.0,214080.0,0.579,0.601,0.574,1.14e-05,2.0,0.216,-8.166,1.0,0.03,147.964,0.8
358,You've Got A Friend,53.0,268706.0,0.6809999999999999,0.695,0.282,0.0267,9.0,0.0767,-15.359000000000002,1.0,0.0295,91.681,0.445
359,Redemption Song,71.0,233560.0,0.578,0.684,0.248,0.0,0.0,0.0643,-10.505,1.0,0.0435,116.002,0.621
360,Crazy Love,54.0,155453.0,0.841,0.575,0.188,4.3700000000000005e-05,9.0,0.228,-18.758,1.0,0.0959,77.464,0.3339999999999999
361,I'm on Fire,72.0,155880.0,0.589,0.62,0.446,0.0299,1.0,0.0727,-14.451,0.0,0.0347,88.59100000000001,0.868
362,Heart Of Gold,70.0,187013.0,0.1889999999999999,0.541,0.4589999999999999,0.0274,4.0,0.099,-10.433,0.0,0.0297,,0.8029999999999999
363,Wildflowers - Remastered,13.0,216573.0,0.762,0.609,0.368,6.28e-06,10.0,0.335,-13.338,1.0,0.0294,90.373,0.618
364,"Rocket Man (I Think It's Going To Be A Long, Long Time)",80.0,281613.0,0.386,0.602,0.522,1.44e-05,10.0,0.0941,-9.031,1.0,0.0285,136.637,0.36
365,In The Air Tonight - 2015 Remastered,77.0,336453.0,0.551,0.446,0.239,4.1e-06,0.0,0.0697,-13.945,1.0,0.0316,189.507,0.298
366,Wicked Game - Remastered,65.0,286880.0,0.743,0.664,0.5529999999999999,0.00978,9.0,0.0838,-7.723,1.0,0.0264,112.52,0.287
367,Hallelujah,64.0,277160.0,0.715,0.28,0.344,0.00642,0.0,0.133,-12.577,1.0,0.0293,171.143,0.2319999999999999
368,My Sweet Lord,78.0,281226.0,0.0794,0.5379999999999999,0.7040000000000001,0.0,1.0,0.0867,-8.904,0.0,0.0332,120.963,0.583
369,A Horse with No Name,77.0,252239.0,0.6859999999999999,0.654,0.506,0.0155,11.0,0.155,,0.0,0.0535,123.179,0.831
370,Jolene,76.0,161533.0,0.5660000000000001,0.674,0.537,0.0,1.0,0.131,-10.970999999999998,0.0,0.0363,110.578,0.809
371,Let It Be - Remastered 2009,78.0,243026.0,0.631,0.4429999999999999,0.4029999999999999,0.0,0.0,0.111,-8.339,1.0,0.0322,143.46200000000002,0.41
372,Maggie May,34.0,350266.0,0.5589999999999999,0.605,0.574,0.113,2.0,0.0684,-10.536,1.0,0.0377,129.44899999999998,0.5429999999999999
373,Me and Julio Down by the Schoolyard,71.0,164813.0,0.237,0.626,0.816,1.8e-06,9.0,0.104,-10.593,1.0,0.13,105.33,0.7979999999999999
374,Where You Lead,62.0,200146.0,0.763,0.784,0.4589999999999999,1.28e-06,0.0,0.0684,-10.446,1.0,0.0304,106.957,0.931
375,Me and Bobby McGee,69.0,271333.0,0.302,0.4529999999999999,0.4639999999999999,5.96e-05,2.0,0.152,-10.96,1.0,0.0431,93.19,0.6579999999999999
376,If You Could Read My Mind,60.0,229560.0,0.68,0.603,0.252,6.96e-05,2.0,0.147,-12.402,1.0,0.0337,122.631,0.179
377,Pink Moon,64.0,123173.0,0.851,0.456,0.26,0.166,3.0,0.142,-15.435,1.0,0.0548,82.321,0.491
378,Walkin' Back to Georgia,59.0,170759.0,0.621,0.6609999999999999,0.518,1.7800000000000002e-05,6.0,0.0953,-10.061,0.0,0.0319,127.266,0.7759999999999999
